id,portfolio,agency,acronym,program,component,outcome,outcome_text,last,current,plus1,plus2,plus3,souce,url
,Treasury Portfolio,Department of the Treasury,DoT,Programme 1.10: National Partnership Payments to the States,DoT - Administered expenses: Special account COAG Reform Fund - Improving Health Services in Tasmania - Improving Patient Pathways through clinical and system redesign component,1,"Outcome 1: Informed decisions on the development and implementation of policies to improve the wellbeing of the Australian people, including by achieving strong, sustainable economic growth, through the provision of advice to government and the efficient administration of federal financial relations",6936,5087,5135,0,0,Department of the Treasury 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/5f476903-f46b-4802-95ba-2acec135345e
,Treasury Portfolio,Department of the Treasury,DoT,Programme 1.10: National Partnership Payments to the States,DoT - Administered expenses: Special account COAG Reform Fund - Improving Health Services in Tasmania - Innovative flexible funding for mental health  component,1,"Outcome 1: Informed decisions on the development and implementation of policies to improve the wellbeing of the Australian people, including by achieving strong, sustainable economic growth, through the provision of advice to government and the efficient administration of federal financial relations",1050,1025,1025,0,0,Department of the Treasury 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/5f476903-f46b-4802-95ba-2acec135345e
,Treasury Portfolio,Department of the Treasury,DoT,Programme 1.10: National Partnership Payments to the States,DoT - Administered expenses: Special account COAG Reform Fund - Improving Health Services in Tasmania - Reducing elective surgery waiting lists in Tasmania  component,1,"Outcome 1: Informed decisions on the development and implementation of policies to improve the wellbeing of the Australian people, including by achieving strong, sustainable economic growth, through the provision of advice to government and the efficient administration of federal financial relations",8345,7119,6228,0,0,Department of the Treasury 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/5f476903-f46b-4802-95ba-2acec135345e
,Treasury Portfolio,Department of the Treasury,DoT,Programme 1.10: National Partnership Payments to the States,DoT - Administered expenses: Special account COAG Reform Fund - Improving local access to health care on  Phillip Island,1,"Outcome 1: Informed decisions on the development and implementation of policies to improve the wellbeing of the Australian people, including by achieving strong, sustainable economic growth, through the provision of advice to government and the efficient administration of federal financial relations",0,2500,0,0,0,Department of the Treasury 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/5f476903-f46b-4802-95ba-2acec135345e
,Treasury Portfolio,Department of the Treasury,DoT,Programme 1.10: National Partnership Payments to the States,"DoT - Administered expenses: Special account COAG Reform Fund - Improving Public Hospital Services - Flexible funding pool for emergency  departments, elective  surgery and subacute  care",1,"Outcome 1: Informed decisions on the development and implementation of policies to improve the wellbeing of the Australian people, including by achieving strong, sustainable economic growth, through the provision of advice to government and the efficient administration of federal financial relations",1073,0,0,0,0,Department of the Treasury 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/5f476903-f46b-4802-95ba-2acec135345e
,Treasury Portfolio,Department of the Treasury,DoT,Programme 1.10: National Partnership Payments to the States,DoT - Administered expenses: Special account COAG Reform Fund - Improving Public Hospital Services - National elective surgery target - Capital funding,1,"Outcome 1: Informed decisions on the development and implementation of policies to improve the wellbeing of the Australian people, including by achieving strong, sustainable economic growth, through the provision of advice to government and the efficient administration of federal financial relations",1244,0,0,0,0,Department of the Treasury 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/5f476903-f46b-4802-95ba-2acec135345e
,Treasury Portfolio,Department of the Treasury,DoT,Programme 1.10: National Partnership Payments to the States,DoT - Administered expenses: Special account COAG Reform Fund - Improving Public Hospital Services - National elective surgery target - Facilitation and reward funding,1,"Outcome 1: Informed decisions on the development and implementation of policies to improve the wellbeing of the Australian people, including by achieving strong, sustainable economic growth, through the provision of advice to government and the efficient administration of federal financial relations",20637,0,0,0,0,Department of the Treasury 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/5f476903-f46b-4802-95ba-2acec135345e
,Treasury Portfolio,Department of the Treasury,DoT,Programme 1.10: National Partnership Payments to the States,DoT - Administered expenses: Special account COAG Reform Fund - Improving Public Hospital Services - National emergency access target - Capital funding,1,"Outcome 1: Informed decisions on the development and implementation of policies to improve the wellbeing of the Australian people, including by achieving strong, sustainable economic growth, through the provision of advice to government and the efficient administration of federal financial relations",1941,0,0,0,0,Department of the Treasury 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/5f476903-f46b-4802-95ba-2acec135345e
,Treasury Portfolio,Department of the Treasury,DoT,Programme 1.10: National Partnership Payments to the States,DoT - Administered expenses: Special account COAG Reform Fund - Improving Public Hospital Services - National emergency access target - Facilitation and reward funding,1,"Outcome 1: Informed decisions on the development and implementation of policies to improve the wellbeing of the Australian people, including by achieving strong, sustainable economic growth, through the provision of advice to government and the efficient administration of federal financial relations",10095,0,0,0,0,Department of the Treasury 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/5f476903-f46b-4802-95ba-2acec135345e
,Treasury Portfolio,Department of the Treasury,DoT,Programme 1.10: National Partnership Payments to the States,DoT - Administered expenses: Special account COAG Reform Fund - Improving Public Hospital Services - New subacute beds guarantee funding,1,"Outcome 1: Informed decisions on the development and implementation of policies to improve the wellbeing of the Australian people, including by achieving strong, sustainable economic growth, through the provision of advice to government and the efficient administration of federal financial relations",632500,0,0,0,0,Department of the Treasury 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/5f476903-f46b-4802-95ba-2acec135345e
